SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22025,1642269,0022500181,"Nov 05, 2025",SAC vs. GSW,W,5,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,0,0,0,1,1
22025,1642269,0022500162,"Nov 03, 2025",SAC @ DEN,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-5,1
22025,1642269,0022500132,"Oct 29, 2025",SAC @ CHI,L,12,0,3,0.0,0,2,0.0,0,0,0.0,1,1,2,1,0,1,0,1,0,6,1
22025,1642269,0022500126,"Oct 28, 2025",SAC @ OKC,L,9,1,1,1.0,0,0,0.0,2,2,1.0,1,0,1,1,2,0,1,0,4,8,1
22025,1642269,0022500113,"Oct 26, 2025",SAC vs. LAL,L,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,2,0,-6,1
22025,1628975,0022500289,"Nov 24, 2025",CHI @ NOP,L,18,4,7,0.571,3,6,0.5,0,0,0.0,0,1,1,1,1,0,0,2,11,-13,1
22025,1628975,0022500271,"Nov 22, 2025",CHI vs. WAS,W,11,1,3,0.333,0,2,0.0,0,0,0.0,0,2,2,0,1,0,0,0,2,0,1
22025,1628975,0022500051,"Nov 21, 2025",CHI vs. MIA,L,18,2,8,0.25,2,8,0.25,4,4,1.0,0,1,1,0,1,0,2,1,10,-17,1
22025,1628975,0022500263,"Nov 19, 2025",CHI @ POR,W,11,1,4,0.25,1,3,0.333,0,0,0.0,0,1,1,1,1,0,0,3,3,6,1
22025,1628975,0022500248,"Nov 17, 2025",CHI @ DEN,W,18,5,13,0.385,5,10,0.5,0,0,0.0,1,3,4,1,0,0,1,2,15,20,1
22025,1628975,0022500214,"Nov 12, 2025",CHI @ DET,L,17,3,4,0.75,3,3,1.0,2,2,1.0,1,1,2,3,2,0,1,0,11,-5,1
22025,1628975,0022500202,"Nov 10, 2025",CHI vs. SAS,L,8,2,3,0.667,2,3,0.667,0,0,0.0,0,1,1,1,0,0,0,0,6,8,1
22025,1628975,0022500153,"Nov 02, 2025",CHI @ NYK,L,12,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,2,0,0,0,1,0,1,1
22025,1628976,0022500058,"Nov 25, 2025",ORL @ PHI,W,22,4,5,0.8,0,1,0.0,4,4,1.0,3,5,8,1,0,0,1,1,12,33,1
22025,1628976,0022500269,"Nov 22, 2025",ORL vs. NYK,W,22,4,4,1.0,2,2,1.0,1,2,0.5,2,2,4,1,0,0,2,6,11,7,1
22025,1628976,0022500264,"Nov 20, 2025",ORL vs. LAC,W,32,3,11,0.273,1,3,0.333,0,0,0.0,1,6,7,6,1,0,0,4,7,13,1
22025,1628976,0022500249,"Nov 18, 2025",ORL vs. GSW,W,35,5,7,0.714,1,3,0.333,6,6,1.0,4,8,12,2,1,0,1,3,17,-1,1
22025,1628976,0022500236,"Nov 16, 2025",ORL @ HOU,L,37,5,11,0.455,2,4,0.5,3,4,0.75,2,4,6,2,1,4,1,6,15,3,1
22025,1628976,0022500040,"Nov 14, 2025",ORL vs. BKN,W,32,1,2,0.5,0,1,0.0,5,5,1.0,1,4,5,3,0,0,2,1,7,11,1
22025,1628976,0022500215,"Nov 12, 2025",ORL @ NYK,W,31,6,8,0.75,1,2,0.5,0,0,0.0,3,5,8,2,0,0,4,4,13,-3,1
22025,1628976,0022500200,"Nov 10, 2025",ORL vs. POR,W,30,8,12,0.667,1,3,0.333,2,2,1.0,5,4,9,5,0,2,4,4,19,2,1
22025,1628976,0022500193,"Nov 09, 2025",ORL vs. BOS,L,32,4,10,0.4,2,6,0.333,2,2,1.0,1,3,4,1,1,1,3,5,12,-3,1
22025,1628976,0022500028,"Nov 07, 2025",ORL vs. BOS,W,31,5,10,0.5,2,4,0.5,6,7,0.857,2,3,5,1,2,0,3,2,18,10,1
22025,1628976,0022500166,"Nov 04, 2025",ORL @ ATL,L,30,4,8,0.5,1,4,0.25,2,2,1.0,3,2,5,1,0,0,0,5,11,-7,1
22025,1628976,0022500145,"Nov 01, 2025",ORL @ WAS,W,28,7,10,0.7,2,3,0.667,0,0,0.0,2,10,12,0,0,2,2,5,16,26,1
22025,1628976,0022500138,"Oct 30, 2025",ORL @ CHA,W,27,6,9,0.667,3,5,0.6,3,4,0.75,5,3,8,3,0,1,1,3,18,10,1
22025,1628976,0022500129,"Oct 29, 2025",ORL @ DET,L,15,3,3,1.0,2,2,1.0,0,0,0.0,1,1,2,1,0,0,2,6,8,2,1
22025,1628976,0022500114,"Oct 27, 2025",ORL @ PHI,L,34,4,11,0.364,1,2,0.5,1,3,0.333,4,6,10,2,1,2,2,3,10,-19,1
22025,1628976,0022500100,"Oct 25, 2025",ORL vs. CHI,L,31,1,7,0.143,1,2,0.5,5,6,0.833,5,8,13,1,1,0,2,5,8,6,1
22025,1628976,0022500090,"Oct 24, 2025",ORL vs. ATL,L,31,2,4,0.5,0,1,0.0,6,11,0.545,3,5,8,2,2,0,2,4,10,-10,1
22025,1628976,0022500081,"Oct 22, 2025",ORL vs. MIA,W,30,2,5,0.4,0,1,0.0,5,5,1.0,5,3,8,1,1,1,2,4,9,-7,1
22025,1627936,0022500280,"Nov 23, 2025",OKC vs. POR,W,14,2,3,0.667,1,1,1.0,0,0,0.0,1,1,2,3,1,0,0,3,5,25,1
22025,1627936,0022500055,"Nov 21, 2025",OKC @ UTA,W,18,4,5,0.8,2,3,0.667,1,2,0.5,0,0,0,3,1,0,1,0,11,29,1
22025,1627936,0022500261,"Nov 19, 2025",OKC vs. SAC,W,21,1,7,0.143,0,5,0.0,0,0,0.0,1,3,4,5,1,1,0,1,2,4,1
22025,1627936,0022500229,"Nov 15, 2025",OKC @ CHA,W,2,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22025,1627936,0022500222,"Nov 12, 2025",OKC vs. LAL,W,17,4,7,0.571,2,3,0.667,0,0,0.0,0,4,4,3,2,0,1,0,10,19,1
22025,1627936,0022500210,"Nov 11, 2025",OKC vs. GSW,W,15,3,6,0.5,2,3,0.667,0,0,0.0,0,2,2,3,5,0,3,1,8,25,1
22025,1627936,0022500194,"Nov 09, 2025",OKC @ MEM,W,21,1,6,0.167,1,6,0.167,2,2,1.0,1,3,4,2,1,0,2,0,5,-5,1
22025,1627936,0022500038,"Nov 07, 2025",OKC @ SAC,W,22,1,3,0.333,0,1,0.0,1,2,0.5,0,2,2,5,1,0,0,0,3,16,1
22025,1627936,0022500170,"Nov 04, 2025",OKC @ LAC,W,24,3,6,0.5,2,5,0.4,0,0,0.0,0,1,1,3,2,0,0,2,8,22,1
22025,1627936,0022500148,"Nov 02, 2025",OKC vs. NOP,W,12,3,5,0.6,2,3,0.667,0,0,0.0,0,2,2,0,1,1,1,1,8,12,1
22025,1627936,0022500140,"Oct 30, 2025",OKC vs. WAS,W,17,0,5,0.0,0,3,0.0,0,0,0.0,0,2,2,2,3,0,1,0,0,11,1
22025,1627936,0022500126,"Oct 28, 2025",OKC vs. SAC,W,24,2,5,0.4,2,5,0.4,2,2,1.0,1,1,2,3,2,1,1,1,8,16,1
22025,1627936,0022500001,"Oct 21, 2025",OKC vs. HOU,W,30,3,9,0.333,2,6,0.333,0,0,0.0,0,2,2,3,2,1,0,2,8,-15,1
22025,1642264,0022500234,"Nov 16, 2025",SAS vs. SAC,W,16,1,4,0.25,1,2,0.5,1,2,0.5,0,0,0,5,1,0,3,2,4,-3,1
22025,1642264,0022500047,"Nov 14, 2025",SAS vs. GSW,L,36,4,6,0.667,0,1,0.0,5,8,0.625,2,7,9,6,1,1,4,5,13,-10,1
22025,1642264,0022500220,"Nov 12, 2025",SAS vs. GSW,L,31,9,16,0.563,0,3,0.0,5,7,0.714,3,7,10,10,0,0,2,5,23,8,1
22025,1642264,0022500202,"Nov 10, 2025",SAS @ CHI,W,32,8,18,0.444,1,3,0.333,2,2,1.0,1,4,5,11,3,0,1,3,19,15,1
22025,1642264,0022500188,"Nov 08, 2025",SAS vs. NOP,W,35,6,14,0.429,0,6,0.0,4,4,1.0,3,1,4,13,1,0,2,6,16,-4,1
22025,1642264,0022500032,"Nov 07, 2025",SAS vs. HOU,W,36,5,12,0.417,0,4,0.0,4,5,0.8,2,4,6,13,2,1,5,3,14,25,1
22025,1642264,0022500179,"Nov 05, 2025",SAS @ LAL,L,37,3,11,0.273,1,5,0.2,9,11,0.818,0,5,5,8,3,0,6,4,16,7,1
22025,1642264,0022500154,"Nov 02, 2025",SAS @ PHX,L,34,10,16,0.625,2,5,0.4,4,4,1.0,2,5,7,5,2,1,2,5,26,-15,1
22025,1642264,0022500141,"Oct 30, 2025",SAS vs. MIA,W,35,7,12,0.583,2,4,0.5,5,7,0.714,1,5,6,8,4,1,2,4,21,9,1
22025,1642264,0022500118,"Oct 27, 2025",SAS vs. TOR,W,31,6,12,0.5,1,4,0.25,9,14,0.643,2,3,5,4,2,0,5,1,22,17,1
22025,1642264,0022500105,"Oct 26, 2025",SAS vs. BKN,W,30,5,10,0.5,0,2,0.0,3,5,0.6,2,4,6,3,0,0,5,4,13,-7,1
22025,1642264,0022500095,"Oct 24, 2025",SAS @ NOP,W,33,5,12,0.417,3,8,0.375,3,6,0.5,0,6,6,6,1,1,10,3,16,-6,1
22025,1642264,0022500004,"Oct 22, 2025",SAS @ DAL,W,29,8,12,0.667,1,3,0.333,5,10,0.5,2,5,7,6,2,0,5,2,22,24,1
22025,1630577,0022500281,"Nov 23, 2025",SAS @ PHX,L,30,3,14,0.214,2,9,0.222,2,3,0.667,3,9,12,1,1,0,1,0,10,3,1
22025,1630577,0022500267,"Nov 20, 2025",SAS vs. ATL,W,31,7,13,0.538,5,10,0.5,1,1,1.0,0,4,4,5,0,1,1,4,20,15,1
22025,1630577,0022500252,"Nov 18, 2025",SAS vs. MEM,W,24,3,6,0.5,2,5,0.4,1,1,1.0,1,0,1,0,0,0,1,0,9,-7,1
22025,1630577,0022500234,"Nov 16, 2025",SAS vs. SAC,W,26,4,9,0.444,3,7,0.429,1,1,1.0,0,2,2,0,1,0,1,1,12,10,1
22025,1630577,0022500047,"Nov 14, 2025",SAS vs. GSW,L,23,4,9,0.444,4,9,0.444,2,2,1.0,0,2,2,0,0,0,1,0,14,9,1
22025,1630577,0022500220,"Nov 12, 2025",SAS vs. GSW,L,20,2,3,0.667,2,3,0.667,0,0,0.0,0,3,3,1,0,1,1,2,6,-1,1
22025,1630577,0022500202,"Nov 10, 2025",SAS @ CHI,W,22,0,5,0.0,0,5,0.0,0,0,0.0,0,2,2,1,3,0,3,0,0,-4,1
22025,1630577,0022500188,"Nov 08, 2025",SAS vs. NOP,W,26,4,7,0.571,2,4,0.5,4,5,0.8,1,0,1,2,0,0,1,2,14,5,1
22025,1630577,0022500032,"Nov 07, 2025",SAS vs. HOU,W,31,6,14,0.429,6,13,0.462,4,4,1.0,1,6,7,1,4,1,2,0,22,13,1
22025,1630577,0022500179,"Nov 05, 2025",SAS @ LAL,L,33,5,14,0.357,3,8,0.375,1,4,0.25,2,5,7,0,1,0,4,3,14,-1,1
22025,1630577,0022500154,"Nov 02, 2025",SAS @ PHX,L,29,2,4,0.5,1,3,0.333,4,4,1.0,2,2,4,1,2,0,1,3,9,-17,1
22025,1630577,0022500141,"Oct 30, 2025",SAS vs. MIA,W,31,1,6,0.167,0,4,0.0,0,0,0.0,2,3,5,2,2,1,1,1,2,24,1
22025,1630577,0022500118,"Oct 27, 2025",SAS vs. TOR,W,23,3,7,0.429,1,4,0.25,2,3,0.667,0,9,9,1,0,1,1,0,9,5,1
22025,1630577,0022500105,"Oct 26, 2025",SAS vs. BKN,W,31,4,5,0.8,3,4,0.75,2,3,0.667,0,6,6,2,0,0,0,3,13,1,1
22025,1630577,0022500095,"Oct 24, 2025",SAS @ NOP,W,36,3,8,0.375,1,6,0.167,0,0,0.0,1,7,8,3,1,0,1,0,7,11,1
22025,1630577,0022500004,"Oct 22, 2025",SAS @ DAL,W,25,1,3,0.333,1,2,0.5,2,3,0.667,1,3,4,2,1,0,0,1,5,15,1
22025,1630551,0022500057,"Nov 25, 2025",WAS vs. ATL,W,17,2,3,0.667,0,1,0.0,0,0,0.0,1,4,5,1,1,1,0,0,4,-7,1
22025,1630551,0022500271,"Nov 22, 2025",WAS @ CHI,L,23,1,3,0.333,0,1,0.0,0,0,0.0,2,3,5,2,2,1,1,3,2,-11,1
22025,1630551,0022500050,"Nov 21, 2025",WAS @ TOR,L,18,3,6,0.5,0,2,0.0,1,1,1.0,1,2,3,4,2,0,0,3,7,-2,1
22025,1630551,0022500235,"Nov 16, 2025",WAS vs. BKN,L,7,1,3,0.333,0,1,0.0,2,2,1.0,0,0,0,0,0,0,0,0,4,-15,1
22025,1630551,0022500218,"Nov 12, 2025",WAS @ HOU,L,3,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,0,-1,1
22025,1630551,0022500199,"Nov 10, 2025",WAS @ DET,L,3,0,0,0.0,0,0,0.0,0,2,0.0,0,0,0,0,0,0,0,1,0,-11,1
22025,1630551,0022500183,"Nov 08, 2025",WAS vs. DAL,L,12,0,0,0.0,0,0,0.0,0,0,0.0,1,4,5,0,1,0,0,4,0,11,1
22025,1630551,0022500029,"Nov 07, 2025",WAS vs. CLE,L,19,1,6,0.167,0,3,0.0,4,4,1.0,6,5,11,2,2,0,1,0,6,-15,1
22025,1630551,0022500174,"Nov 05, 2025",WAS @ BOS,L,19,4,4,1.0,2,2,1.0,2,3,0.667,3,3,6,0,1,0,1,2,12,-9,1
22025,1630551,0022500159,"Nov 03, 2025",WAS @ NYK,L,17,1,3,0.333,0,2,0.0,2,2,1.0,0,1,1,1,0,0,0,3,4,-24,1
22025,1630551,0022500145,"Nov 01, 2025",WAS vs. ORL,L,5,1,3,0.333,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,0,2,-7,1
22025,1630551,0022500140,"Oct 30, 2025",WAS @ OKC,L,4,0,1,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,1,1
22025,1630551,0022500123,"Oct 28, 2025",WAS vs. PHI,L,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-4,1
22025,1630551,0022500109,"Oct 26, 2025",WAS vs. CHA,L,6,0,1,0.0,0,0,0.0,4,4,1.0,2,1,3,0,0,0,0,1,4,-6,1
22025,1630551,0022500086,"Oct 22, 2025",WAS @ MIL,L,6,0,3,0.0,0,1,0.0,0,0,0.0,3,0,3,1,0,0,0,1,0,2,1
22025,1642353,0022500059,"Nov 25, 2025",LAC @ LAL,L,2,0,1,0.0,0,1,0.0,1,2,0.5,0,1,1,0,0,0,0,0,1,-3,1
22025,1642353,0022500278,"Nov 23, 2025",LAC @ CLE,L,4,1,2,0.5,0,0,0.0,1,2,0.5,0,0,0,1,0,0,0,0,3,0,1
22025,1642353,0022500268,"Nov 22, 2025",LAC @ CHA,W,21,2,8,0.25,0,4,0.0,4,4,1.0,2,7,9,0,1,0,3,3,8,7,1
22025,1642353,0022500264,"Nov 20, 2025",LAC @ ORL,L,12,1,4,0.25,1,1,1.0,3,4,0.75,0,1,1,0,1,0,0,2,6,-11,1
22025,1642353,0022500243,"Nov 17, 2025",LAC @ PHI,L,12,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,0,0,1,1,0,2,1,1
22025,1642353,0022500224,"Nov 12, 2025",LAC vs. DEN,L,6,0,0,0.0,0,0,0.0,2,2,1.0,0,1,1,1,0,0,0,0,2,5,1
22025,1642353,0022500206,"Nov 10, 2025",LAC vs. ATL,L,18,1,7,0.143,1,4,0.25,0,0,0.0,0,3,3,3,1,0,0,1,3,-12,1
22025,1642353,0022500190,"Nov 08, 2025",LAC vs. PHX,L,18,3,5,0.6,1,3,0.333,1,2,0.5,1,2,3,0,0,1,0,2,8,-2,1
22025,1642353,0022500182,"Nov 06, 2025",LAC @ PHX,L,25,5,7,0.714,2,3,0.667,5,7,0.714,0,2,2,3,1,0,0,0,17,13,1
22025,1642353,0022500170,"Nov 04, 2025",LAC vs. OKC,L,7,2,4,0.5,1,2,0.5,0,0,0.0,1,1,2,0,0,0,0,0,5,3,1
22025,1642353,0022500127,"Oct 28, 2025",LAC @ GSW,L,6,1,2,0.5,1,2,0.5,1,2,0.5,0,0,0,0,0,0,0,0,4,1,1
22025,1642353,0022500099,"Oct 24, 2025",LAC vs. PHX,W,5,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,0,0,1,1
22025,1642353,0022500087,"Oct 22, 2025",LAC @ UTA,L,8,1,4,0.25,1,2,0.5,2,2,1.0,1,1,2,1,0,0,0,0,5,11,1
22025,1631108,0022500286,"Nov 24, 2025",DAL @ MIA,L,30,5,9,0.556,3,5,0.6,2,2,1.0,0,5,5,2,0,1,2,1,15,-7,1
22025,1631108,0022500273,"Nov 22, 2025",DAL vs. MEM,L,22,4,7,0.571,1,2,0.5,0,0,0.0,1,2,3,0,0,0,2,0,9,-8,1
22025,1631108,0022500052,"Nov 21, 2025",DAL vs. NOP,W,32,7,12,0.583,5,9,0.556,4,4,1.0,0,3,3,0,1,1,1,3,23,7,1
22025,1631108,0022500262,"Nov 19, 2025",DAL vs. NYK,L,37,5,10,0.5,3,6,0.5,2,2,1.0,0,7,7,1,1,0,3,4,15,-1,1
22025,1631108,0022500246,"Nov 17, 2025",DAL @ MIN,L,19,0,1,0.0,0,0,0.0,1,2,0.5,0,0,0,1,0,0,1,0,1,-15,1
22025,1631108,0022500238,"Nov 16, 2025",DAL vs. POR,W,28,4,7,0.571,3,6,0.5,3,4,0.75,0,4,4,4,1,0,1,0,14,-2,1
22025,1631108,0022500046,"Nov 14, 2025",DAL vs. LAC,L,37,3,9,0.333,3,7,0.429,1,2,0.5,0,7,7,0,2,1,2,5,10,-14,1
22025,1631108,0022500221,"Nov 12, 2025",DAL vs. PHX,L,34,4,9,0.444,3,6,0.5,1,2,0.5,0,6,6,7,0,1,1,5,12,7,1
22025,1631108,0022500203,"Nov 10, 2025",DAL vs. MIL,L,30,5,12,0.417,3,8,0.375,0,0,0.0,0,5,5,3,0,3,1,1,13,1,1
22025,1631108,0022500183,"Nov 08, 2025",DAL @ WAS,W,31,4,14,0.286,1,5,0.2,3,3,1.0,0,7,7,2,3,0,0,1,12,10,1
22025,1631108,0022500034,"Nov 07, 2025",DAL @ MEM,L,28,7,12,0.583,4,7,0.571,0,0,0.0,0,1,1,1,0,1,2,2,18,-21,1
22025,1631108,0022500177,"Nov 05, 2025",DAL vs. NOP,L,27,5,12,0.417,2,6,0.333,0,0,0.0,1,2,3,1,1,0,0,1,12,-3,1
22025,1631108,0022500160,"Nov 03, 2025",DAL @ HOU,L,33,6,10,0.6,3,6,0.5,2,4,0.5,0,4,4,6,0,0,1,2,17,-5,1
22025,1631108,0022500147,"Nov 01, 2025",DAL @ DET,L,33,5,9,0.556,2,5,0.4,1,2,0.5,0,6,6,5,0,0,1,2,13,-7,1
22025,1631108,0022500133,"Oct 29, 2025",DAL vs. IND,W,33,3,7,0.429,1,4,0.25,3,3,1.0,0,2,2,4,0,1,2,3,10,3,1
22025,1631108,0022500119,"Oct 27, 2025",DAL vs. OKC,L,31,5,10,0.5,4,8,0.5,0,0,0.0,0,2,2,0,0,0,0,2,14,10,1
22025,1631108,0022500111,"Oct 26, 2025",DAL vs. TOR,W,27,5,8,0.625,3,5,0.6,4,4,1.0,0,2,2,2,1,0,2,1,17,17,1
22025,1631108,0022500096,"Oct 24, 2025",DAL vs. WAS,L,29,3,7,0.429,3,6,0.5,0,0,0.0,0,1,1,2,0,0,0,2,9,-5,1
22025,1631108,0022500004,"Oct 22, 2025",DAL vs. SAS,L,26,3,4,0.75,3,4,0.75,0,0,0.0,0,0,0,1,0,1,2,0,9,-13,1
22025,1631321,0022500288,"Nov 24, 2025",POR @ MIL,W,28,1,4,0.25,1,4,0.25,0,0,0.0,0,1,1,2,1,0,1,1,3,3,1
22025,1631321,0022500280,"Nov 23, 2025",POR @ OKC,L,27,3,7,0.429,1,3,0.333,0,1,0.0,1,1,2,3,0,0,1,1,7,-10,1
22025,1631321,0022500056,"Nov 21, 2025",POR @ GSW,W,23,6,11,0.545,3,7,0.429,0,1,0.0,0,1,1,2,1,0,3,4,15,7,1
22025,1631321,0022500263,"Nov 19, 2025",POR vs. CHI,L,22,2,6,0.333,1,3,0.333,0,1,0.0,1,5,6,0,2,0,2,2,5,-5,1
22025,1631321,0022500254,"Nov 18, 2025",POR vs. PHX,L,28,2,7,0.286,1,4,0.25,3,3,1.0,1,2,3,5,2,0,2,2,8,2,1
22025,1631321,0022500238,"Nov 16, 2025",POR @ DAL,L,12,0,2,0.0,0,1,0.0,1,2,0.5,1,1,2,1,0,0,1,3,1,0,1
22025,1631321,0022500042,"Nov 14, 2025",POR @ HOU,L,10,2,3,0.667,0,0,0.0,0,0,0.0,0,2,2,1,0,0,0,1,4,12,1
22025,1631321,0022500219,"Nov 12, 2025",POR @ NOP,W,17,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,0,0,1,2,2,-9,1
22025,1631321,0022500200,"Nov 10, 2025",POR @ ORL,L,10,1,1,1.0,1,1,1.0,1,2,0.5,1,1,2,1,0,0,0,2,4,-7,1
22025,1631321,0022500187,"Nov 08, 2025",POR @ MIA,L,17,1,4,0.25,0,1,0.0,1,1,1.0,1,1,2,0,0,0,0,4,3,2,1
22025,1631321,0022500180,"Nov 05, 2025",POR vs. OKC,W,8,0,1,0.0,0,1,0.0,0,0,0.0,1,2,3,0,0,0,0,2,0,4,1
22025,1631321,0022500163,"Nov 03, 2025",POR vs. LAL,L,14,2,2,1.0,0,0,0.0,1,2,0.5,2,0,2,2,2,0,0,2,5,-7,1
22025,1631321,0022500122,"Oct 27, 2025",POR @ LAL,W,1,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1
22025,1641740,0022500292,"Nov 24, 2025",MIN @ SAC,L,6,0,3,0.0,0,0,0.0,0,0,0.0,2,1,3,0,0,0,0,2,0,1,1
22025,1641740,0022500053,"Nov 21, 2025",MIN @ PHX,L,8,0,1,0.0,0,0,0.0,1,2,0.5,1,2,3,0,1,0,0,1,1,-12,1
22025,1641740,0022500259,"Nov 19, 2025",MIN vs. WAS,W,26,3,7,0.429,1,3,0.333,0,2,0.0,3,2,5,0,3,1,0,1,7,5,1
22025,1641740,0022500246,"Nov 17, 2025",MIN vs. DAL,W,19,2,5,0.4,1,4,0.25,0,0,0.0,4,2,6,0,1,0,0,3,5,15,1
22025,1641740,0022500232,"Nov 15, 2025",MIN vs. DEN,L,11,1,1,1.0,1,1,1.0,0,0,0.0,0,2,2,0,0,0,1,1,3,5,1
22025,1641740,0022500044,"Nov 14, 2025",MIN vs. SAC,W,22,1,5,0.2,0,2,0.0,3,4,0.75,1,0,1,0,1,0,0,1,5,9,1
22025,1641740,0022500205,"Nov 10, 2025",MIN @ UTA,W,13,1,2,0.5,0,1,0.0,0,0,0.0,1,0,1,0,1,0,1,4,2,-5,1
22025,1641740,0022500197,"Nov 09, 2025",MIN @ SAC,W,15,3,4,0.75,3,4,0.75,2,2,1.0,0,2,2,1,0,0,1,1,11,7,1
22025,1641740,0022500036,"Nov 07, 2025",MIN vs. UTA,W,20,2,4,0.5,1,1,1.0,1,2,0.5,0,1,1,2,2,1,0,4,6,12,1
22025,1641740,0022500175,"Nov 05, 2025",MIN @ NYK,L,13,1,2,0.5,1,1,1.0,0,0,0.0,0,1,1,0,1,0,0,1,3,-12,1
22025,1641740,0022500156,"Nov 03, 2025",MIN @ BKN,W,20,1,3,0.333,0,1,0.0,0,4,0.0,4,1,5,2,0,0,1,2,2,-1,1
22025,1641740,0022500143,"Nov 01, 2025",MIN @ CHA,W,19,3,6,0.5,0,3,0.0,0,0,0.0,0,1,1,0,1,0,0,1,6,19,1
22025,1641740,0022500110,"Oct 26, 2025",MIN vs. IND,W,15,2,4,0.5,0,1,0.0,2,2,1.0,1,1,2,0,1,0,0,4,6,5,1
22025,1641740,0022500019,"Oct 24, 2025",MIN @ LAL,L,13,3,5,0.6,1,1,1.0,2,2,1.0,2,1,3,1,0,0,0,4,9,-8,1
22025,1641740,0022500089,"Oct 22, 2025",MIN @ POR,W,16,1,5,0.2,0,2,0.0,0,0,0.0,2,2,4,3,2,0,1,2,2,-2,1
22025,203903,0022500285,"Nov 24, 2025",NYK @ BKN,W,20,6,12,0.5,0,6,0.0,0,0,0.0,0,0,0,1,0,0,4,5,12,10,1
22025,203903,0022500269,"Nov 22, 2025",NYK @ ORL,L,34,6,10,0.6,3,5,0.6,0,0,0.0,1,1,2,5,0,1,3,3,15,-11,1
22025,203903,0022500262,"Nov 19, 2025",NYK @ DAL,W,20,2,5,0.4,0,2,0.0,4,5,0.8,3,1,4,0,0,0,0,1,8,2,1
22025,203903,0022500244,"Nov 17, 2025",NYK @ MIA,L,26,7,13,0.538,0,3,0.0,0,0,0.0,0,3,3,3,1,0,1,4,14,-17,1
22025,203903,0022500039,"Nov 14, 2025",NYK vs. MIA,W,33,6,13,0.462,3,6,0.5,9,11,0.818,4,1,5,3,0,0,0,3,24,4,1
22025,203903,0022500215,"Nov 12, 2025",NYK vs. ORL,L,11,2,5,0.4,1,4,0.25,0,0,0.0,1,0,1,1,1,0,1,1,5,4,1
22025,203903,0022500208,"Nov 11, 2025",NYK vs. MEM,W,17,5,7,0.714,3,5,0.6,0,0,0.0,0,3,3,2,0,0,1,3,13,8,1
22025,203903,0022500192,"Nov 09, 2025",NYK vs. BKN,W,18,5,8,0.625,1,3,0.333,0,0,0.0,2,0,2,3,2,0,1,6,11,-3,1
22025,203903,0022500175,"Nov 05, 2025",NYK vs. MIN,W,16,3,6,0.5,1,3,0.333,0,0,0.0,0,0,0,0,1,0,1,2,7,2,1
22025,203903,0022500159,"Nov 03, 2025",NYK vs. WAS,W,21,5,8,0.625,2,5,0.4,3,3,1.0,0,1,1,2,0,0,1,0,15,17,1
22025,203903,0022500153,"Nov 02, 2025",NYK vs. CHI,W,18,6,11,0.545,3,6,0.5,0,0,0.0,0,0,0,2,0,0,0,2,15,-5,1
22025,203903,0022500023,"Oct 31, 2025",NYK @ CHI,L,13,1,4,0.25,1,4,0.25,3,3,1.0,0,1,1,2,0,1,2,1,6,-5,1
22025,203903,0022500125,"Oct 28, 2025",NYK @ MIL,L,17,4,7,0.571,2,3,0.667,0,0,0.0,1,0,1,1,0,0,2,0,10,-2,1
22025,203903,0022500108,"Oct 26, 2025",NYK @ MIA,L,15,2,11,0.182,0,4,0.0,4,5,0.8,1,2,3,2,0,0,1,1,8,-12,1
22025,203903,0022500018,"Oct 24, 2025",NYK vs. BOS,W,16,2,5,0.4,2,4,0.5,0,0,0.0,1,2,3,0,0,1,1,2,6,12,1
22025,203903,0022500003,"Oct 22, 2025",NYK vs. CLE,W,13,2,7,0.286,0,2,0.0,0,0,0.0,1,0,1,1,0,0,0,2,4,4,1
22025,1629651,0022500285,"Nov 24, 2025",BKN vs. NYK,L,26,2,8,0.25,0,0,0.0,4,6,0.667,2,2,4,1,0,1,0,2,8,-17,1
22025,1629651,0022500279,"Nov 23, 2025",BKN @ TOR,L,31,4,6,0.667,0,0,0.0,2,2,1.0,3,8,11,3,0,2,1,2,10,-6,1
22025,1629651,0022500049,"Nov 21, 2025",BKN @ BOS,W,35,7,13,0.538,0,0,0.0,4,7,0.571,2,9,11,12,1,1,3,2,18,18,1
